Node                                                                              | Description                                                                                                        | Type   | Player default | OP default     | Variants                                                                                                                                    
command.serverutilities.nbtedit.item                            | /item                                  | OP                 | /nbtedit item                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
command.serverutilities.nbtedit.player                          | /player                                | OP                 | /nbtedit player <player>                                                                                                                                                                                                                                                                                                                                                                                                                                                         
command.serverutilities.nick                                    | /nick                                  | ALL                | /nick <name...>                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
command.serverutilities.nickfor                                 | /nickfor                               | OP                 | /nickfor <player> <name...>                                                                                                                                                                                                                                                                                                                                                                                                                                                      
command.serverutilities.ranks.add                               | /add                                   | OP                 | /ranks add <rank|player> <rank>                                                                                                                                                                                                                                                                                                                                                                                                                                                  
command.serverutilities.ranks.create                            | /create                                | OP                 | /ranks create <id> [parent]                                                                                                                                                                                                                                                                                                                                                                                                                                                      
command.serverutilities.ranks.delete                            | /delete                                | OP                 | /ranks delete <rank>                                                                                                                                                                                                                                                                                                                                                                                                                                                             
command.serverutilities.ranks.get_permission                    | /get_permission                        | OP                 | /ranks get_permission <rank|player> <permission>                                                                                                                                                                                                                                                                                                                                                                                                                                 
command.serverutilities.ranks.help                              | /help                                  | ALL                | /bloodmagic help                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
command.serverutilities.ranks.info                              | /info                                  | ALL                | /ranks info <rank|player>                                                                                                                                                                                                                                                                                                                                                                                                                                                        
command.serverutilities.ranks.remove                            | /remove                                | OP                 | /ranks remove <rank|player> [rank]                                                                                                                                                                                                                                                                                                                                                                                                                                               
command.serverutilities.ranks.set_permission                    | /set_permission                        | OP                 | /ranks set_permission <rank> <permission> <true|false|value|none>                                                                                                                                                                                                                                                                                                                                                                                                                
command.serverutilities.rec                                     | /rec                                   | ALL                | /rec                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
command.serverutilities.reload                                  | /reload                                | OP                 | /reload [*|domain:*|domain:id]                                                                                                                                                                                                                                                                                                                                                                                                                                                   
command.serverutilities.rtp                                     | /rtp                                   | ALL                | /rtp                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
command.serverutilities.sethome                                 | /sethome                               | ALL                | /sethome [home]                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
command.serverutilities.setwarp                                 | /setwarp                               | OP                 | /setwarp <warp> <player>|{<x> <y> <z> [dim]}                                                                                                                                                                                                                                                                                                                                                                                                                                     
command.serverutilities.spawn                                   | /spawn                                 | ALL                | /spawn                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
command.serverutilities.team.create                             | /create                                | ALL                | /team create <id> [color]                                                                                                                                                                                                                                                                                                                                                                                                                                                        
command.serverutilities.team.create_server_team                 | /create_server_team                    | OP                 | /team create_server_team <id>                                                                                                                                                                                                                                                                                                                                                                                                                                                    
command.serverutilities.team.delete                             | /delete                                | OP                 | /team delete <team>                                                                                                                                                                                                                                                                                                                                                                                                                                                              
command.serverutilities.team.get                                | /get                                   | ALL                | /team get <player>                                                                                                                                                                                                                                                                                                                                                                                                                                                               
command.serverutilities.team.help                               | /help                                  | ALL                | /bloodmagic help                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
command.serverutilities.team.info                               | /info                                  | ALL                | /team info <team>                                                                                                                                                                                                                                                                                                                                                                                                                                                                
command.serverutilities.team.join                               | /join                                  | ALL                | /team join <team>                                                                                                                                                                                                                                                                                                                                                                                                                                                                
command.serverutilities.team.kick                               | /kick                                  | ALL                | /team kick <player>                                                                                                                                                                                                                                                                                                                                                                                                                                                              
command.serverutilities.team.leave                              | /leave                                 | ALL                | /team leave                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
command.serverutilities.team.list                               | /list                                  | ALL                | /team list                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
command.serverutilities.team.request_invite                     | /request_invite                        | ALL                | /team request_invite <team>                                                                                                                                                                                                                                                                                                                                                                                                                                                      
command.serverutilities.team.settings                           | /settings                              | ALL                | /team settings <config id> [value]                                                                                                                                                                                                                                                                                                                                                                                                                                               
command.serverutilities.team.settings_for                       | /settings_for                          | OP                 | commands.team.settings_for.usage                                                                                                                                                                                                                                                                                                                                                                                                                                                 
command.serverutilities.team.status                             | /status                                | ALL                | /team status <player> [set_status]                                                                                                                                                                                                                                                                                                                                                                                                                                               
command.serverutilities.team.transfer_ownership                 | /transfer_ownership                    | ALL                | /team transfer_ownership <player>                                                                                                                                                                                                                                                                                                                                                                                                                                                
command.serverutilities.tpa                                     | /tpa                                   | ALL                | /tpa <player>                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
command.serverutilities.tpaccept                                | /tpaccept                              | ALL                | /tpaccept <player>                                                                                                                                                                                                                                                                                                                                                                                                                                                               
command.serverutilities.tpl                                     | /tpl                                   | OP                 | /tpl (<x> <y> <z>) | ([who] <player>)                                                                                                                                                                                                                                                                                                                                                                                                                                            
command.serverutilities.trash_can                               | /trash_can                             | ALL                | /trash_can                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
command.serverutilities.unmute                                  | /unmute                                | OP                 | /unmute <player>                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
command.serverutilities.warp                                    | /warp                                  | ALL                | /warp <warp>                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
command.setblock                                                | /setblock                              | OP                 | /setblock <x> <y> <z> <TileName> [dataValue] [oldBlockHandling] [dataTag]                                                                                                                                                                                                                                                                                                                                                                                                        
command.setworldspawn                                           | /setworldspawn                         | OP                 | /setworldspawn OR /setworldspawn <x> <y> <z>                                                                                                                                                                                                                                                                                                                                                                                                                                     
command.spark.spark                                             | /spark                                 | Strong OP          | /spark                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
command.spawnpoint                                              | /spawnpoint                            | OP                 | /spawnpoint OR /spawnpoint <player> OR /spawnpoint <player> <x> <y> <z>                                                                                                                                                                                                                                                                                                                                                                                                          
command.SpiceOfLife.foodlist                                    | /foodlist                              | ALL                | /foodlist <size|sync> [player]                                                                                                                                                                                                                                                                                                                                                                                                                                                   
command.SpiceOfLife.spiceoflife                                 | /spiceoflife                           | Strong OP          | /spiceoflife reset [player]                                                                                                                                                                                                                                                                                                                                                                                                                                                      
command.spreadplayers                                           | /spreadplayers                         | OP                 | /spreadplayers <x> <z> <spreadDistance> <maxRange> <respectTeams true|false> <player ...>                                                                                                                                                                                                                                                                                                                                                                                        
command.StevesAddons.stevesaddons                               | /stevesaddons                          | Strong OP          | /stevesaddons help                                                                                                                                                                                                                                                                                                                                                                                                                                                               
command.structurelib.sl_channel                                 | /sl_channel                            | ALL                | /sl_channel <wipe/getall>
/sl_channel <get/unset> <channel name>
/sl_channel <set> <channel name> <value>
<channel name> can have space in it. <value> must be positive integer                                                                                                                                                                                                                                                                                                  
command.summon                                                  | /summon                                | OP                 | /summon <EntityName> [x] [y] [z] [dataTag]                                                                                                                                                                                                                                                                                                                                                                                                                                       
command.tell                                                    | /tell                                  | ALL                | /tell <player> <private message ...>                                                                                                                                                                                                                                                                                                                                                                                                                                             
command.tellraw                                                 | /tellraw                               | OP                 | /tellraw <player> <raw json message>                                                                                                                                                                                                                                                                                                                                                                                                                                             
command.testfor                                                 | /testfor                               | OP                 | /testfor <player>                                                                                                                                                                                                                                                                                                                                                                                                                                                                
command.testforblock                                            | /testforblock                          | OP                 | /testforblock <x> <y> <z> <TileName> [dataValue] [dataTag]                                                                                                                                                                                                                                                                                                                                                                                                                       
command.Thaumcraft.thaumcraft                                   | /thaumcraft                            | OP                 | /thaumcraft <action> [<player> [<params>]]                                                                                                                                                                                                                                                                                                                                                                                                                                       
command.ThaumicExploration.AlterRate                            | /AlterRate                             | Strong OP          | /AlterRate <essentia rate> <vis rate>                                                                                                                                                                                                                                                                                                                                                                                                                                            
command.ThaumicExploration.checkwarp                            | /checkwarp                             | Strong OP          | /checkwarp                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
command.ThaumicMachina.thaumicmachina                           | /thaumicmachina                        | Strong OP          | /thaumicmachina <action> [<player> <arguments>]                                                                                                                                                                                                                                                                                                                                                                                                                                  
command.ThaumicTinkerer.iskamiunlocked                          | /iskamiunlocked                        | ALL                | iskamiunlocked                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
command.ThaumicTinkerer.maxresearch                             | /maxresearch                           | Strong OP          | Adds 99 to all aspects of the player using it                                                                                                                                                                                                                                                                                                                                                                                                                                    
command.ThaumicTinkerer.setCropTendency                         | /setCropTendency                       | Strong OP          | /setCropTendency <Aspect> <Count>                                                                                                                                                                                                                                                                                                                                                                                                                                                
command.time                                                    | /time                                  | OP                 | /time <set|add> <value>                                                                                                                                                                                                                                                                                                                                                                                                                                                          
command.TMechworks.tmech_blockInfo                              | /tmech_blockInfo                       | OP                 | /tmech_blockInfo [Issue the command while the player is above the block]                                                                                                                                                                                                                                                                                                                                                                                                         
command.TML.loot                                                | /loot                                  | OP                 | /loot <reload|generate|reset|spawnDebugChest [tag, x, y, z]>                                                                                                                                                                                                                                                                                                                                                                                                                     
command.toggledownfall                                          | /toggledownfall                        | OP                 | /toggledownfall                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
command.tp                                                      | /tp                                    | OP                 | /tp [target player] <destination player> OR /tp [target player] <x> <y> <z>                                                                                                                                                                                                                                                                                                                                                                                                      
command.TwilightForest.tfprogress                               | /tfprogress                            | OP                 | tfprogress <player> <boss>                                                                                                                                                                                                                                                                                                                                                                                                                                                       
command.tx                                                      | /tx                                    | Strong OP          | /tx <save|add <version> <source> <resourceLocation> [resourceLocationOverride] [force]>                                                                                                                                                                                                                                                                                                                                                                                          
command.visualprospecting.visualprospectingredoservercache      | /visualprospectingredoservercache      | Strong OP          | Redo the GT vein cache on the server                                                                                                                                                                                                                                                                                                                                                                                                                                             
command.visualprospecting.visualprospectingredoserverspawncache | /visualprospectingredoserverspawncache | Strong OP          | Redo the GT vein cache near spawn on the server                                                                                                                                                                                                                                                                                                                                                                                                                                  
command.Waila.dumphandlers                                      | /dumphandlers                          | Strong OP          | /dumphandlers                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
command.WarpTheory.warptheory                                   | /warptheory                            | Strong OP          | /warptheory <event> [player]                                                                                                                                                                                                                                                                                                                                                                                                                                                     
command.weather                                                 | /weather                               | OP                 | /weather <clear|rain|thunder> [duration in seconds]                                                                                                                                                                                                                                                                                                                                                                                                                              
command.witchery.chant                                          | /chant                                 | Strong OP          | chant <message>                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
command.WR-CBE|Core.freq                                        | /freq                                  | Strong OP          | /freq help                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
command.xp                                                      | /xp                                    | OP                 | /xp <amount> [player] OR /xp <amount>L [player]                                                                                                                                                                                                                                                                                                                                                                                                                                  
